item_group	receipt_warehouse	supply_risk_pct
Трубы круглые	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Заготовка ПФ (трубы профильные/полоса)	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Двигатели	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Полоса/уголок	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Саморезы	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Лист/сетка	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Трубы/стержни	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
ПНД листы	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Шпилька	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Труба проф.	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Лазерная резка 1000	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Арматура/круг	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Круг/диск (отрезной, шлифовальны и т.д)	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Лазерная резка электробукс	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Шайба	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Лазерная резка кондукторы и приспособления	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Болт	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Лазерная резка	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Винты аэроустановки	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Гайка	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Винт	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Лазерная резка все	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
Заклёпка	НФ-000102 - Склад №4 - склад корпуса №2 - ООО "ЗСМ"	10.000000000
Рубка	НФ-000069 - Склад №1 - склад металла - ООО "ЗСМ"	30.000000000
---
---
warehouse
НФ-000089 - Производственное (ИП) - ООО "ЗСМ"
00-000002 - Производственное (МТЗ) - ООО "ЗСМ"
00-000003 - Станки и произв. оборудование - ООО "ЗСМ"
НФ-000105 - Склад Рекламации (возврат) - ООО "ЗСМ"
НФ-000083 - Управленка (ДРАЙВ-МОТО) - ООО "ЗСМ"
НФ-000085 - Складское (ЗСМ) - ООО "ЗСМ"
НФ-000082 - Склад Упаковки (МТЗ) - ООО "ЗСМ"
НФ-000087 - Метрологическая кладовая - ООО "ЗСМ"
НФ-000064 - Склад осн.(ЗСМ) - ООО "ЗСМ"
НФ-000071 - Склад ГП(ЗСМ) - ООО "ЗСМ"
НФ-000080 - Управленческие склады ХМ - ООО "ЗСМ"
НФ-000088 - Склад офисной техники - ООО "ЗСМ"
НФ-000076 - Производственное (ЗСМ) - ООО "ЗСМ"
НФ-000073 - Склады МТЗ - ООО "ЗСМ"
НФ-000019 - Склад Готовой Продукции(МТЗ) - ООО "ЗСМ"
НФ-000066 - Склад ИП Андрей - ООО "ЗСМ"
НФ-000068 - ТЕХНОПЛЮС(склад)МТЗ - ООО "ЗСМ"
НФ-000081 - Управленка(Яр тракт 41В) - ООО "ЗСМ"
НФ-000075 - Металл-Сборка (ЗСМ) - ООО "ЗСМ"
НФ-000090 - Технологические нужды - ООО "ЗСМ"
НФ-000084 - Изолятор брака - ООО "ЗСМ"
00-000009 - Ремонт - ООО "ЗСМ"
НФ-000067 - Склад рекламаций - ООО "ЗСМ"
00-000017 - Возвраты - ООО "ЗСМ"
НФ-000101 - Склад Б (Вепренцев) - ООО "ЗСМ"
НФ-000100 - Склад А (Штинов) - ООО "ЗСМ"
НФ-000079 - Разработка склад(ЗСМ) - ООО "ЗСМ"
НФ-000074 - Склад Упаковки(ЗСМ) - ООО "ЗСМ"
НФ-000072 - Склады ЗСМ - ООО "ЗСМ"
НФ-000078 - Техноплюс(ЗСМ) склад - ООО "ЗСМ"
00-000001 - Основной склад(МТЗ) - ООО "ЗСМ"
НФ-000065 - Управленка - ООО "ЗСМ"
---
